STATION,STATION_NAME,DATE,MDPR,DAPR,PRCP,SNWD,SNOW,TMAX,TMIN,TOBS
GHCND:USC00500464,AUKE BAY AK US,20161219,-9999,-9999,0.45,5,0,36,33,34
GHCND:USC00500464,AUKE BAY AK US,20161220,-9999,-9999,0.39,4,0,39,33,34
GHCND:USC00500464,AUKE BAY AK US,20161221,-9999,-9999,0.02,4,0,38,33,34
GHCND:USC00500464,AUKE BAY AK US,20161222,-9999,-9999,0.47,4,0,38,33,36
GHCND:USC00500464,AUKE BAY AK US,20161223,-9999,-9999,0,4,0,37,22,25
GHCND:USC00500464,AUKE BAY AK US,20161224,-9999,-9999,0,4,0,25,21,23
GHCND:USC00500464,AUKE BAY AK US,20161225,-9999,-9999,0,4,0,29,21,29
GHCND:USC00500464,AUKE BAY AK US,20161226,-9999,-9999,0.12,5,1.5,33,29,30
GHCND:USC00500464,AUKE BAY AK US,20161227,-9999,-9999,0.25,5,3,34,30,33
GHCND:USC00500464,AUKE BAY AK US,20161228,-9999,-9999,0.3,7,0,35,32,32
GHCND:USC00500464,AUKE BAY AK US,20161230,-9999,-9999,0.22,7,0,36,32,32
GHCND:USC00500464,AUKE BAY AK US,20161231,-9999,-9999,0.34,7,0.1,35,26,26
